Title,Price,Bedrooms,Square Feet,Full Address,monthly,apartment,cats are OK - purrr,dogs are OK - wooof,laundry on site,air conditioning,off-street parking,EV charging,w/d in unit,carport,no smoking,attached garage,detached garage,laundry in bldg,Fee Needed To Apply,wheelchair accessible,no parking,furnished,street parking,no laundry on site,house,w/d hookups,date_added
1 Bed 1 Bath in West L.A | Gas Range | Vinyl Plank Flrs | Call Now,"$2,350 ",1br,700,None listed,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Westwood 1 Bedroom 1 Bath | Refrigerator | Huge Closets | Lease Today!,"$2,725 ",1br,700,"433 Kelton Avenue, West Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom Suite in Westwood Village - Resort-Style - Nearby UCLA,"$4,125 ",1br,650,"1033 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,2024-03-20
SPECIALS! Virtual Tour | Junior 1 Bedroom 1 Bath Close to UCLA,"$2,330 ",1br,310,"1901 Overland Avenue, West Los Angeles, CA 90025",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,2024-03-20
"Washbox Dry Cleaning Services, Elevator Access, 1B/1B","$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1 Bed / 1 Bath Westwood Apt Near UCLA w/ Laminate Floors, Parking","$2,925 ",1br,,"1400 Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Beautiful One Bedroom Apartment - A Higher Quality of Living.,"$3,105 ",1br,740,"550 South Barrington Avenue, Los Angeles, CA 90049",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Pool, Wi-Fi Lounge, Laundry Facilities","$2,745 ",1br,825,"3767 Clarington Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
🐶 Upgraded 1 Bedroom in Westwood - SS Appliances - Near UCLA 🐱,"$3,531 ",1br,700,"870 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,2024-03-20
"Fridge, SS Appliances, Walk-in Closet | 1 Bedroom Venice","$3,095 ",1br,750,"232-236 Third Ave, Venice, CA 90291",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"😎 1+1 IN PALMS, CLOSE TO DOWNTOWN CULVER CITY, GREAT LOCATION 😎","$1,900 ",1br,750,None listed,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in Palms + A/C + Wood Style Floors + SS Appliances,"$2,150 ",1br,,None listed,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1+1 in Mar Vista/West Los Angeles * Newly Remodeled * Cat-Friendly,"$2,350 ",1br,681,"3749 McLaughlin Ave, West Los Angeles, CA 90066",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
✨ Furnished Co-Living Near UCLA * SPECIALS * Utilities Included ✨,"$2,050 ",1br,200,"Butler Avenue, Los Angeles, CA 90025",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,2024-03-20
Recently Renovated 1 Bedroom in Santa Monica ** Vinyl Plank Flooring,"$3,095 ",1br,720,None listed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"West Los Angeles 1 Bedroom 1 Bath W/ Fireplace, Patio/Balcony","$2,595 ",1br,800,"1709 South Westgate Avenue, West Los Angeles, CA 90025",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Newly Renovated 1 Bedroom 1 BA in Westwood w/ Patio/Balcony,"$3,325 ",1br,640,"520 Kelton Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Renovated 1 Bedroom in Westwood w/ Vinyl Plank Flooring * Pet-Friendly,"$2,395 ",1br,707,None listed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Recently Renovated 1 Bedroom in Westwood | Ceiling Fan(s),"$2,495 ",1br,684,None listed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Shimmering Pool * Lovely 1 Bedroom 1 BA in Palms * 2 Weeks Free,"$1,900 ",1br,550,"3258 Overland Avenue, Palms, CA 90034",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Westwood 1 Bed / 1 Bath w/ Washer & Dryer, Fireplace, Laminate Floors","$3,175 ",1br,,"962 Hilgard Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"1/BD, Elfa Closet System, In Santa Monica","$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom 1 BA in West Los Angeles ^ SS Appliances ^ Air Conditioning,"$2,595 ",1br,800,"1709 South Westgate Avenue, West Los Angeles, CA 90025",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Westwood 1 Bed / 1 Bath Apartment w/ Fireplace/Kitchen Appliances,"$2,800 ",1br,,"1441 Midvale Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in Century City - Walk-In Closets - SS Appliances,"$2,895 ",1br,750,"2600 Overland Avenue, West Los Angeles, CA 90064",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Westwood 1 Bed / 1 Bath Apartment 1 Block From UCLA!!,"$3,175 ",1br,,"972 Hilgard Ave, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"Beautiful 1 Bedroom in West Los Angeles, Wood Style Floors, Parking","$2,325 ",1br,700,"1323 Federal Avenue, West Los Angeles, CA 90025",1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Satellite TV, Fitness Center, Wi-Fi, Renters Insurance Program","$5,066 ",1br,685,"525 Broadway, Santa Monica, CA 90401",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"Newly Remodeled 1 Bedroom in Santa Monica, Call US Today!","$3,150 ",1br,475,None listed,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"On-Site Laundry Facility, Availability 24 Hours, Swimming Pool & Spa","$3,051 ",1br,645,"10959 Rochester Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,2024-03-20
WESTWOOD 1 Bedroom 1 BA + Rooftop Deck + 2 Weeks Free + Balcony,"$2,695 ",1br,750,"10989 Rochester Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Lux 1bd/1bth in Westwood | 24/7 Concierge & Valet | Pool | Gym,"$4,927 ",1br,941,"10833 Wilshire Blvd, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Beautiful 1 Bedroom in West Los Angeles/Culver City ~ Fitness Center,"$2,250 ",1br,650,"3230 Overland Avenue, Culver City, CA 90034",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Gase Range, Some Paid Utilities, Laundry Facility, Refrigerator","$2,500 ",1br,600,"1521 17TH STREET, Santa Monica, CA 90404",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"Within a short distance to the campus, great location!","$3,360 ",1br,720,"4108 Del Rey Ave, Marina del Rey, CA 90292",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in West L.A ^ SS Appliances ^ Parking,"$2,895 ",1br,700,"1801 Federal Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Oh my! What a gorgeous place! See this 1 bed, 1 bath for yourself!","$3,360 ",1br,720,"4108 Del Rey Ave, Marina del Rey, CA 90292",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in Marina Del Rey with Balcony - Central Air & Heat,"$3,295 ",1br,750,"415 Washington Boulevard, Venice, CA 90292",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
New building! Check out our beautifully designed 1 bed / 1 bath,"$2,915 ",1br,496,"3644 Overland Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"Oh my! What a gorgeous place! See this 1 bed, 1 bath for yourself!","$3,360 ",1br,720,"4108 Del Rey Ave, Marina del Rey, CA 90292",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
A great place to kick back and relax! Beautiful neighborhood!,"$3,360 ",1br,720,"4108 Del Rey Ave, Marina del Rey, CA 90292",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
A great place to kick back and relax! Beautiful neighborhood!,"$3,360 ",1br,720,"4108 Del Rey Ave, Marina del Rey, CA 90292",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"In-Unit Washer & Dryer, Kitchen Features, Low flow water fixtures","$4,305 ",1br,621,"1625 Lincoln Blvd, Santa Monica, CA 90404",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Virtual Tour | Junior 1 Bedroom 1 Bath ^ Central A/C ^ Specials!,"$2,330 ",1br,310,"1901 Overland Avenue, West Los Angeles, CA 90025",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,2024-03-20
🏡 Westwood 1 Bedroom 1 Bath ^ Perfect for Students ^ Huge Closet 🏡,"$2,725 ",1br,700,"433 Kelton Avenue, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom 1 Bath in Palms || A/C | Wood Style Floors | SS Appliances,"$2,150 ",1br,,None listed,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Elevator Access, Hardwood-Inspired Floors, 1BD 1BA","$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in West Los Angeles ^ A/C ^ SS Appliances,"$2,895 ",1br,700,"1801 Federal Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
☕  1 Bedroom Suite Plus Loft in West LA + Renovated + Rooftop Pool  ☕,"$3,045 ",1br,800,"2600 Overland Avenue, West Los Angeles, CA 90064",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1 Bedroom 1 BA in Westwood, Stainless Steel Appls, Call Today!","$3,395 ",1br,700,"870 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,2024-03-20
"WESTWOOD 1 Bedroom 1 Bath W/ Refrigerator, Extra Storage","$2,725 ",1br,700,"433 Kelton Avenue, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Air Conditioning + 1 Bedroom Suite in Westwood Village + Close to UCLA,"$3,395 ",1br,650,"1033 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in West Los Angeles ^ Large Closets ^ Patio ^ Parking,"$2,500 ",1br,650,"1737 Stoner Avenue, Los Angeles, CA 90025",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"🌒 Virtual Tour, SS Appliances | Upgraded 1 Bedroom in Westwood 🌒","$3,531 ",1br,700,"870 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,2024-03-20
Best location! * Wonderful 1B+1B * PARADISE! Steps From the Beach! *,"$2,295 ",1br,,"26 Westminister Avenue, Venice, CA 90291",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,2024-03-20
"Modern 1b1b!! Charming location, Granite countertops","$3,429 ",1br,800,None listed,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
ACT FAST! One Month FREE Rent on Select Apartments,"$2,911 ",1br,656,"11400 Rochester Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Title Not Found,Price Not Found,Bedrooms Info Not Found,Square Feet Not Found,None listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
WEST LOS ANGELES 1 Bedroom + Parking + Patio/Balcony + A/C,"$2,500 ",1br,650,"1737 Stoner Avenue, Los Angeles, CA 90025",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom Suite in Westwood Village | Rooftop Gym & Pool | Fireplace,"$3,195 ",1br,650,"1033 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Beautiful One Bedroom Apartment - A New Wave of Living.,"$3,105 ",1br,740,"550 South Barrington Avenue, Los Angeles, CA 90049",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Close to UCLA, Westwood Village","$2,495 ",1br,700,"1375 Midvale Avenue, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,2024-03-20
Stunningly Renovated 1-Bedroom Ap5 with Parking - 801 Idaho Ave #11,"$2,850 ",1br,600,"801 Idaho Ave, Santa Monica, CA 90403",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Title Not Found,Price Not Found,Bedrooms Info Not Found,Square Feet Not Found,None listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Smoke free community, Central A/C and heat.","$4,395 ",1br,801,"210 Santa Monica Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,2024-03-20
"Vibrant Scenery, Tour Today, Amazing Views, Newly Renovated","$3,254 ",1br,852,"1519 6th Street, Suite 100, Santa Monica, CA 90401",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Title Not Found,Price Not Found,Bedrooms Info Not Found,Square Feet Not Found,None listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 & 2 Bedroom available,"$2,600 ",1br,,"2140 S Bentley, Los Angeles, CA 90025",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Great price! * Spectacular Apartment * Hardwood floors * ACT FAST! *,"$2,495 ",1br,,"2307 Ocean Ave, Santa Monica, CA 90405",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,2024-03-20
"1/bd 1/ba, 24-Hour Laundry Facility On-Site, Private Balconies","$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Laundry Facilities, Spa/Hot Tub, Recycling","$2,685 ",1br,810,"3767 Clarington Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Animal lover? This is the purrfect place for you! We are pet friendly!,"$2,915 ",1br,496,"3644 Overland Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"Gated, Fenced Lot, Outdoor lounge, Custom Paint*Double-pane windows","$2,550 ",1br,583,"3755 INGLEWOOD BLVD, Los Angeles, CA 90066",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,2024-03-20
"SANTA MONICA 1BR/1BA, PRIVATE PATIO, PARKING, WOOD FLOORS,  NEAR SMC","$2,350 ",1br,750,None listed,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
LIMITED TIME OFFER: Lease Now & Enjoy One Month Free Rent!,"$2,903 ",1br,665,None listed,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"New/Renovated Interior, Refrigerator, Garbage Disposal","$2,500 ",1br,600,"1521 17TH STREET, Santa Monica, CA 90404",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Title Not Found,Price Not Found,Bedrooms Info Not Found,Square Feet Not Found,None listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Title Not Found,Price Not Found,Bedrooms Info Not Found,Square Feet Not Found,None listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Westwood Village 1 Bedroom Suite + Plank Floors + Fireplace + Gym,"$3,395 ",1br,650,"1033 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Fully Equipped Kitchen, Individual Water Heaters, Rooftop Deck","$3,050 ",1br,693,"11701 Gateway Blvd., Los Angeles, CA 90064",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Furnished Co-living in Westwood - Subterranean Parking - Renovated!,"$1,695 ",1br,143,"1533 Selby Avenue, Los Angeles, CA 90024",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,2024-03-20
Charming 1 Bed and 1 Bath Unit !Quiet neighborhood! * Available Now!!,"$2,195 ",1br,,"4524 S Slauson Ave, Culver City, CA 90230",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Controlled Access, On-site Laundry Facility, Cable Ready, Refrigerator","$3,278 ",1br,872,"3516 Sawtelle, Los Angeles, CA 90066",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Find your new home at the beautiful Casa De Marina Apartments!!,"$2,693 ",1br,721,"12600 Braddock Dr, Los Angeles, CA 90066",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Lovely 1 Bedroom in Santa Monica | SS Appliances | 1 Month Free!,"$3,668 ",1br,596,"1427 7th Street, Santa Monica, CA 90401",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
FREE RENT SPECIAL - Units Available NOW,"$3,600 ",1br,,None listed,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1+1 in Mar Vista/W. Los Angeles - A/C - Newly Remodeled - Call Today,"$2,350 ",1br,681,"3749 McLaughlin Avenue, West Los Angeles, CA 90066",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in Westwood ~ Ceiling Fans  ~ Extra Storage ~ Call Now!,"$2,725 ",1br,700,"433 Kelton Avenue, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 BEDROOM 1 Bath in West Los Angeles * SS Appliances,"$2,895 ",1br,700,"1801 Federal Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
